V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,i.user1,i.user9,i.user3,Q1.1_1_TEXT,Q1.1_2_TEXT,Q1.1_3_TEXT,Q1.1_4_TEXT,Q1.1_5_TEXT,Q1.1_6_TEXT,Q1.1_7_TEXT,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.1,Q6.1,Q7.1,Q8.1,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7,Q8.8,Q8.9,Q8.10,Q8.11_1,Q8.11_2,Q8.11_3,Q8.11_4,Q9.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q9.10,Q9.11_1,Q9.11_2,Q9.11_3,Q9.11_4,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11_1,Q10.11_2,Q10.11_3,Q10.11_4,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11_1,Q11.11_2,Q11.11_3,Q11.11_4,Q12.1,Q12.2_1,Q12.2_2,Q12.2_3,Q12.2_4,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11_1,Q12.11_2,Q12.11_3,Q12.11_4,Q13.1,Q13.2_1,Q13.2_2,Q13.2_3,Q13.2_4,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11_1,Q13.11_2,Q13.11_3,Q13.11_4,Q14.1,Q14.2_1,Q14.2_2,Q14.2_3,Q14.2_4,Q14.3,Q14.4,Q14.5,Q14.6,Q14.7,Q14.8,Q14.9,Q14.10,Q14.11_1,Q14.11_2,Q14.11_3,Q14.11_4,Q15.1,Q15.2_1,Q15.2_2,Q15.2_3,Q15.2_4,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8,Q15.9,Q15.10,Q15.11_1,Q15.11_2,Q15.11_3,Q15.11_4,Q16.1,Q16.2_1,Q16.2_2,Q16.2_3,Q16.2_4,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11_1,Q16.11_2,Q16.11_3,Q16.11_4,Q17.1,Q17.2_1,Q17.2_2,Q17.2_3,Q17.2_4,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.8,Q17.9,Q17.10,Q17.11_1,Q17.11_2,Q17.11_3,Q17.11_4,Q18.1,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q18.8,Q18.9,Q18.10,Q18.11_1,Q18.11_2,Q18.11_3,Q18.11_4,Q19.1,Q19.2_1,Q19.2_2,Q19.2_3,Q19.2_4,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q19.8,Q19.9,Q19.10,Q19.11_1,Q19.11_2,Q19.11_3,Q19.11_4,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7_1,Q23.7_2,Q23.7_4,Q23.7_5,Q23.7_7,Q23.8,Q23.9,Q23.10,Q23.10_TEXT,Q22.1,Q22.2,Q22.3,Q22.4,Q22.5,Q22.6,Q22.7_1,Q22.7_2,Q22.7_4,Q22.7_5,Q22.7_7,Q22.8,Q22.9,Q22.10,Q22.10_TEXT,Q24.1,Q24.2_1,Q24.3,Q24.4,Q24.5,Q24.6,Q24.7,Q314,Q24.8,Q24.9,Q24.10,Q313,Q24.11,Q25.1,Q25.2,Q25.4,Q25.6,Q25.7,Q25.9,Q25.11,Q315,Q316,Q26.1,Q26.2,Q27.1,Q27.2,Q27.4,Q27.7,Q27.9,Q27.12,Q27.13,Q27.14,Q27.16,Q27.17,Q27.18,Q27.20,Q317,Q318,Q28.1,Q28.2,Q29.1,Q29.2,Q29.4,Q29.6,Q29.7,Q29.9,Q29.11,Q319,Q320,Q30.1,Q30.2_1,Q30.2_2,Q30.2_3,Q30.2_4,Q30.3,Q30.4_1,Q30.4_2,Q30.4_3,Q30.4_4,Q30.4_5,Q30.4_6,Q30.5_1,Q30.5_2,Q30.5_3,Q30.5_4,Q31.1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.3,Q31.4_1,Q31.4_2,Q31.4_3,Q31.4_4,Q31.4_5,Q31.4_6,Q31.5_1,Q31.5_2,Q31.5_3,Q31.5_4,Q32.1,Q32.2_1,Q32.2_2,Q32.2_3,Q32.2_4,Q32.3,Q32.4_1,Q32.4_2,Q32.4_3,Q32.4_4,Q32.4_5,Q32.4_6,Q32.5_1,Q32.5_2,Q32.5_3,Q32.5_4,Q33.1,Q33.2_1,Q33.2_2,Q33.2_3,Q33.2_4,Q33.3,Q33.4_1,Q33.4_2,Q33.4_3,Q33.4_4,Q33.4_5,Q33.4_6,Q33.5_1,Q33.5_2,Q33.5_3,Q33.5_4,Q34.1,Q34.2_1,Q34.2_2,Q34.2_3,Q34.2_4,Q34.3,Q34.4_1,Q34.4_2,Q34.4_3,Q34.4_4,Q34.4_5,Q34.4_6,Q34.5_1,Q34.5_2,Q34.5_3,Q34.5_4,Q35.1,Q35.2_1,Q35.2_2,Q35.2_3,Q35.2_4,Q35.3,Q35.4_1,Q35.4_2,Q35.4_3,Q35.4_4,Q35.4_5,Q35.4_6,Q35.5_1,Q35.5_2,Q35.5_3,Q35.5_4,Q36.1,Q36.2_1,Q36.2_2,Q36.2_3,Q36.2_4,Q36.3,Q36.4_1,Q36.4_2,Q36.4_3,Q36.4_4,Q36.4_5,Q36.4_6,Q36.5_1,Q36.5_2,Q36.5_3,Q36.5_4,Q37.1,Q37.2_1,Q37.2_2,Q37.2_3,Q37.2_4,Q37.3,Q37.4_1,Q37.4_2,Q37.4_3,Q37.4_4,Q37.4_5,Q37.4_6,Q37.5_1,Q37.5_2,Q37.5_3,Q37.5_4,Q38.1,Q38.2_1,Q38.2_2,Q38.2_3,Q38.2_4,Q38.3,Q38.4_1,Q38.4_2,Q38.4_3,Q38.4_4,Q38.4_5,Q38.4_6,Q38.5_1,Q38.5_2,Q38.5_3,Q38.5_4,Q39.1,Q39.2_1,Q39.2_2,Q39.2_3,Q39.2_4,Q39.3,Q39.4_1,Q39.4_2,Q39.4_3,Q39.4_4,Q39.4_5,Q39.4_6,Q39.5_1,Q39.5_2,Q39.5_3,Q39.5_4,Q40.1,Q40.2_1,Q40.2_2,Q40.2_3,Q40.2_4,Q40.3,Q40.4_1,Q40.4_2,Q40.4_3,Q40.4_4,Q40.4_5,Q40.4_6,Q40.5_1,Q40.5_2,Q40.5_3,Q40.5_4,Q41.1,Q41.2_1,Q41.2_2,Q41.2_3,Q41.2_4,Q41.3,Q41.4_1,Q41.4_2,Q41.4_3,Q41.4_4,Q41.4_5,Q41.4_6,Q41.5_1,Q41.5_2,Q41.5_3,Q41.5_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q20.1_5,Q20.2_1,Q20.2_2,Q20.2_4,Q20.2_5,Q20.2_7,Q20.3,Q20.4,Q20.5,Q20.5_TEXT,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q42.1_5,Q42.2_1,Q42.2_2,Q42.2_4,Q42.2_5,Q42.2_7,Q42.3,Q42.4,Q42.5,Q42.5_TEXT,DO-BR-FL_346,DO-BR-FL_214,DO-BR-FL_269,DO-BR-FL_273,DO-BR-FL_291,DO-BR-FL_365,DO-BR-FL_375,DO-BR-FL_385,DO-Q-Q20.2,DO-Q-Q42.2,DO-Q-Q23.7,DO-Q-Q22.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_3FRQQYHGbRLj8Wv,Default Response Set,Anonymous,,,,0,31/01/2018 16:44,31/01/2018 17:01,1,,,,,,,,,,,1,1,4,4,6,,,,,,,,1,1,עובד בטכניון,7,5,7,להגדיל משמעותית את הכספים המיועדים למחקר. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.443,26.529,27.185,3,1,1,7,6,6,6,7,7,12.366,63.459,64.169,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.829,51.299,52.384,3,1,1,1,1,1,1,1,6,15.931,68.887,70.684,21,,,,,,,,,,,,,,,,1,5,1,7,1,6,1,,,1,,6,7,7,,1,60,7,4,1,2,קרית חיים,2,קרית ים,2,1,4,1,,,,,,,,,,1,אני תקווה שהמחקר יעזור בטיפול בזיהום באזור הקריות והטיפול ללא פשרות של המשרד לאיכות הסביבה,,,,,,,,,,,,,,,,,1,1,7,7,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_control,,,Mobile_air c,,,,,,,5|1|2|4|7,,,
R_0cta2m9UlfJzegN,Default Response Set,Anonymous,,,,0,31/01/2018 16:47,31/01/2018 17:02,1,,,,,,,,,,,1,1,5,4,7,1,7,7,4,2,קרית ים,פשעים וסמים,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,3,1,1,,,1,קרית ים,1,1,4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,7,7,1,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,62.901,0,1,7,5,4,5,6,6,10.362,36.043,36.903,6,1,0,0,59.92,0,1,6,6,4,5,5,4,4.668,52.076,84.307,6,,,,,,,,,,,,,,,,,6,1,7,6,1,1,,,,,7,7,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,waste c,2|5|4|1|7,,,,,,
R_1Ol6fhv8k5I7NGB,Default Response Set,Anonymous,,,,0,31/01/2018 16:57,31/01/2018 17:04,1,,,,,,,,,,,1,1,4,2,6,,,,,,,,1,2,הוראה ,5,5,4,הענקת מענקים למורים מתחילים ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.446,4.24,4.278,2,1,1,4,4,4,4,4,4,3.174,9.596,10.394,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.032,5.381,6.291,4,1,1,4,4,5,4,4,4,16.586,30.855,30.929,19,1,5,4,4,4,4,1,1,,,,6,3,8,9,,,,,,,,,,,,,,,,1,20,4,1,2,2,קרית מוצקין ,1,קרית מוצקין ,2,1,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,6,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_control,,,Mobile_waste f,,,,,,5|1|2|4|7,,,,
R_e4ZUXoG4x1ymsCJ,Default Response Set,Anonymous,,,,0,31/01/2018 16:58,31/01/2018 17:04,1,,,,,,,,,,,1,1,4,3,6,1,5,5,5,2,קריית מוצקין,המפעלים באזור המפרץ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,,3,1,,,2,טבריה,2,2,4,1,1,1,7,7,1,7,7,1,6,1,לא,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45.137,0,1,6,6,5,6,5,6,3.609,24.057,24.563,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,39.334,0,1,6,6,6,6,6,6,2.693,18.181,18.895,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,1,1,,1,,,7,5,8,9,Relevance_treatment,POLICY PROGRAMS intro_symbol,,,,air a,,,,1|5|4|2|7,,,,,
R_vq8hLcyX5PgWeHL,Default Response Set,Anonymous,,,,0,31/01/2018 16:57,31/01/2018 17:05,1,,,,,,,,,,,1,1,5,5,5,1,6,6,6,2,קרית אתא,המפעלים במפרץ חיפה,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,8,5,1,,,1,קרית אתא,2,2,1,1,1,1,3,1,1,3,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.575,21.8,22.198,3,1,1,2,3,1,2,1,2.75,39.433,40.747,7,1,0,0,131.311,0,1,3,3,6,4,5,2,3.815,19.359,20.391,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,3,1,1,,,,7,7,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_symbol,,,,waste a,,,4|1|5|2|7,,,,,,
R_3RlIqVAU8kWawhQ,Default Response Set,Anonymous,,,,0,31/01/2018 16:49,31/01/2018 17:05,1,,,,,,,,,,,1,1,4,4,6,1,3,3,4,2,קרית מוצקין,זיהום אוויר,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.088,28.979,29.7,3,1,1,2,1,1,1,1,1,7.147,21.612,22.266,20,1,23.228,28.043,28.971,4,1,1,5,6,6,6,6,5,0.856,9.171,9.211,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,5,2,1,1,,,,5,6,8,9,1,30,7,4,2,,,2,חדרה,1,1,5,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,5,6,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,Mobile_air f,,,,,,,5|2|1|4|7,,,
R_1CshedDfoUUr8Ut,Default Response Set,Anonymous,,,,0,31/01/2018 16:55,31/01/2018 17:06,1,,,,,,,,,,,1,1,4,4,7,,,,,,,,1,2,סוציולוגיה ,4,3,5,מי שמעוניין לעבוד במגזר ציבורי,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.192,33.737,33.767,3,1,1,5,5,4,4,3,3,9.073,32.007,33.512,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.258,3.258,41.211,1,1,1,5,5,5,5,5,5,3.576,27.173,27.791,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,5,2,1,,,1,,7,7,8,9,1,39,7,4,2,2,חיפה,1,רוסיה,2,2,1,2,,,,,,,,,,,,1,1,5,1,2,1,1,6,1,1,6,7,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile_air b,,,,,,,,1|4|5|2|7,,,
R_3F4FJMdiIEQfD4J,Default Response Set,Anonymous,,,,0,31/01/2018 17:01,31/01/2018 17:08,1,,,,,,,,,,,1,1,4,2,6,1,5,5,7,2,חיפה,זיהום אוויר ממפעלים במפרץ חיפה ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,7,,1,,,1,חיפה,2,1,5,1,1,1,7,1,1,7,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,34.901,0,1,1,2,1,1,3,1,6.225,28.235,29.958,6,1,0,0,30.433,0,1,5,3,4,3,4,6,5.319,28.16,29.871,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,1,1,1,,,,7,7,8,9,Relevance_treatment,POLICY PROGRAMS intro_symbol,,,,air d,,,,4|2|5|1|7,,,,,
R_NW8j56mPynLYvjr,Default Response Set,Anonymous,,,,0,31/01/2018 17:03,31/01/2018 17:09,1,,,,,,,,,,,1,1,3,3,7,1,5,4,4,4,פתח תקוה,"זיהום אוויר, פסולת, צורה של כלבים.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.436,3.503,3.53,2,1,1,5,5,5,4,4,4,8.022,41.706,42.685,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.377,5.912,6.489,4,1,1,5,5,6,4,4,4,3.011,20.587,21.01,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,5,,1,1,,,4,2,8,9,1,29,7,5,1,,,,פתח תקוה,4,2,1,1,,,,,,,,,,,,1,1,6,1,2,1,1,6,7,1,6,7,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile_air b,,,,,,,,4|5|2|1|7,,,
R_2WMbYHqyiRZG0oM,Default Response Set,Anonymous,,,,0,31/01/2018 17:02,31/01/2018 17:09,1,,,,,,,,,,,1,1,4,4,6,,,,,,,,1,2,כלכלן,5,4,1,שכר,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.681,4.349,5.498,2,1,1,6,5,6,6,5,5,7.882,26.251,27.323,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.851,4.885,17.503,3,1,1,7,5,4,5,4,5,4.94,31.282,32.389,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,3,3,1,,,1,,2,5,8,9,,,,,,,,,,,,,,,,1,35,8,4,2,3,ראשון לציון,,ראשון לציון,3,1,5,1,,,,,,,,,,,,1,1,7,1,3,1,1,6,7,1,4,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile_waste e,,,,,,,5|1|2|4|7,,,,
R_a3MPHvGXlMLTM2J,Default Response Set,Anonymous,,,,0,31/01/2018 16:36,31/01/2018 17:09,1,,,,,,,,,,,1,1,4,4,6,,,,,,,,1,1,"משפטים ויחב""ל",5,5,5,אין צורך השוק עמוס בעורכי דין. / היוקרה והידע של התפקיד דיים,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.153,29.933,37.971,5,1,1,1,2,1,2,2,4,7.403,27.909,28.751,22,1,2.621,23.565,34.226,2,1,1,4,4,5,4,5,5,10.888,1502.816,1502.973,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,6,3,1,1,,,,6,7,8,9,1,,4,2,2,2,חיפה,1,חיפה,2,1,5,1,,,,,,,,,,,,1,1,5,1,3,1,1,6,1,1,7,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile_air e,,,,,,,,1|5|4|2|7,,,
R_3iwqpQtY577IVya,Default Response Set,Anonymous,,,,0,31/01/2018 17:04,31/01/2018 17:10,1,,,,,,,,,,,1,1,4,4,4,,,,,,,,1,1,תוכנה,4,2,4,כסף / איכות חיים,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.047,16.468,17.272,2,1,1,1,1,1,1,1,4,4.649,19.963,21.052,17,1,4.875,5.721,7.976,2,1,1,5,4,5,5,4,4,4.87,24.499,25.435,20,,,,,,,,,,,,,,,,,,1,7,1,7,7,1,1,,1,,,7,6,8,9,,,,,,,,,,,,,,,,1,30,8,3,1,2,קריית ים,1,חיםה,2,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_control,,,Mobile_waste c,,,,,,5|1|2|4|7,,,,
